event_date,feature,target_role,total_generations,successful_generations,failed_generations,success_rate,average_latency_ms,total_tokens
2026-05-18,job_analysis,UX Designer,7,5,2,0.7143,1518.71,9712
2026-05-18,mock_interview,Data Analyst,1,1,0,1.0,468.0,1483
2026-05-18,mock_interview,Finance Analyst,1,1,0,1.0,1795.0,1878
2026-05-18,mock_interview,Product Manager,2,2,0,1.0,1419.5,3263
2026-05-18,mock_interview,Software Engineer,2,2,0,1.0,1757.5,2805
2026-05-18,mock_interview,UX Designer,2,2,0,1.0,1721.0,2022
2026-05-18,prep_plan,Data Analyst,7,6,1,0.8571,1528.0,9596
2026-05-18,prep_plan,Finance Analyst,1,1,0,1.0,1004.0,1700
2026-05-18,prep_plan,Product Manager,6,5,1,0.8333,1498.5,7605
2026-05-18,prep_plan,Software Engineer,2,2,0,1.0,1522.5,2839
2026-05-18,prep_plan,UX Designer,5,5,0,1.0,1665.4,7863
2026-05-18,study_notes,Data Analyst,40,38,2,0.95,2126.47,71957
2026-05-18,study_notes,Finance Analyst,46,42,4,0.913,2065.72,80168
2026-05-18,study_notes,Product Manager,49,47,2,0.9592,2244.1,87730
2026-05-18,study_notes,Software Engineer,50,47,3,0.94,2167.0,89246
2026-05-18,study_notes,UX Designer,51,50,1,0.9804,2115.04,94618
2026-05-19,exam_generation,Data Analyst,12,12,0,1.0,1829.08,18070
2026-05-19,exam_generation,Finance Analyst,9,7,2,0.7778,1449.44,13715
2026-05-19,exam_generation,Product Manager,11,10,1,0.9091,1507.82,16803
2026-05-19,exam_generation,Software Engineer,4,4,0,1.0,1643.0,6124
2026-05-19,exam_generation,UX Designer,11,11,0,1.0,1421.18,15726
2026-05-19,job_analysis,Data Analyst,17,16,1,0.9412,1814.12,25543
2026-05-19,job_analysis,Finance Analyst,8,7,1,0.875,1295.25,11254
2026-05-19,job_analysis,Product Manager,7,7,0,1.0,1581.57,11207
2026-05-19,job_analysis,Software Engineer,8,8,0,1.0,1745.75,12532
2026-05-19,job_analysis,UX Designer,8,8,0,1.0,1605.62,11386
2026-05-19,mock_interview,Data Analyst,2,2,0,1.0,1538.0,2712
2026-05-19,mock_interview,Finance Analyst,1,1,0,1.0,1151.0,1342
2026-05-19,mock_interview,Software Engineer,1,1,0,1.0,1373.0,1469
2026-05-19,mock_interview,UX Designer,5,5,0,1.0,1607.0,6498
2026-05-19,prep_plan,Data Analyst,5,5,0,1.0,1503.0,8314
2026-05-19,prep_plan,Finance Analyst,6,6,0,1.0,1534.83,10219
2026-05-19,prep_plan,Product Manager,5,5,0,1.0,1349.6,8351
2026-05-19,prep_plan,Software Engineer,7,7,0,1.0,1672.0,10999
2026-05-19,prep_plan,UX Designer,4,4,0,1.0,1331.25,5767
2026-05-19,study_notes,Data Analyst,42,39,3,0.9286,2045.48,76061
2026-05-19,study_notes,Finance Analyst,37,35,2,0.9459,2116.35,67610
2026-05-19,study_notes,Product Manager,54,53,1,0.9815,2120.57,97079
2026-05-19,study_notes,Software Engineer,35,29,6,0.8286,2200.6,57655
2026-05-19,study_notes,UX Designer,47,44,3,0.9362,2167.47,87229
2026-05-20,exam_generation,Data Analyst,5,5,0,1.0,1345.2,8789
2026-05-20,exam_generation,Finance Analyst,13,12,1,0.9231,1353.54,17276
2026-05-20,exam_generation,Product Manager,11,11,0,1.0,1696.27,17627
2026-05-20,exam_generation,Software Engineer,8,7,1,0.875,1561.88,11129
2026-05-20,exam_generation,UX Designer,13,11,2,0.8462,1512.85,17810
2026-05-20,job_analysis,Data Analyst,7,7,0,1.0,1993.71,10991
2026-05-20,job_analysis,Finance Analyst,7,7,0,1.0,1793.14,9849
2026-05-20,job_analysis,Product Manager,10,10,0,1.0,1867.2,14932
2026-05-20,job_analysis,Software Engineer,3,3,0,1.0,689.0,4789
2026-05-20,job_analysis,UX Designer,6,6,0,1.0,1234.17,9447
2026-05-20,mock_interview,Data Analyst,5,5,0,1.0,1578.4,7780
2026-05-20,mock_interview,Finance Analyst,1,1,0,1.0,1024.0,1511
2026-05-20,mock_interview,Product Manager,1,1,0,1.0,1752.0,1246
2026-05-20,mock_interview,Software Engineer,1,1,0,1.0,990.0,1763
2026-05-20,mock_interview,UX Designer,1,1,0,1.0,450.0,1209
2026-05-20,prep_plan,Data Analyst,5,5,0,1.0,1995.2,8997
2026-05-20,prep_plan,Finance Analyst,6,6,0,1.0,1654.0,9904
2026-05-20,prep_plan,Product Manager,8,8,0,1.0,1830.5,10653
2026-05-20,prep_plan,Software Engineer,3,3,0,1.0,1903.0,3994
2026-05-20,prep_plan,UX Designer,5,5,0,1.0,1113.0,8088
2026-05-20,study_notes,Data Analyst,38,37,1,0.9737,2117.95,69823
2026-05-20,study_notes,Finance Analyst,28,25,3,0.8929,2039.21,50308
2026-05-20,study_notes,Product Manager,32,32,0,1.0,2127.94,58812
2026-05-20,study_notes,Software Engineer,45,44,1,0.9778,2100.09,83608
2026-05-20,study_notes,UX Designer,36,35,1,0.9722,2168.94,67062
2026-05-21,exam_generation,Data Analyst,13,13,0,1.0,1776.0,16828
2026-05-21,exam_generation,Finance Analyst,5,5,0,1.0,1630.2,7459
2026-05-21,exam_generation,Product Manager,5,5,0,1.0,1620.2,7777
2026-05-21,exam_generation,Software Engineer,9,9,0,1.0,1532.44,13774
2026-05-21,exam_generation,UX Designer,16,16,0,1.0,1512.12,24004
2026-05-21,job_analysis,Data Analyst,10,9,1,0.9,1833.4,14521
2026-05-21,job_analysis,Finance Analyst,10,9,1,0.9,1733.2,14913
2026-05-21,job_analysis,Product Manager,10,9,1,0.9,1659.1,12686
2026-05-21,job_analysis,Software Engineer,3,3,0,1.0,1852.67,4086
2026-05-21,job_analysis,UX Designer,5,5,0,1.0,1930.2,7034
2026-05-21,mock_interview,Data Analyst,2,2,0,1.0,1432.0,3543
2026-05-21,mock_interview,Finance Analyst,4,4,0,1.0,1665.75,5945
2026-05-21,mock_interview,Product Manager,1,1,0,1.0,1422.0,1579
2026-05-21,mock_interview,Software Engineer,3,3,0,1.0,1451.33,3671
2026-05-21,mock_interview,UX Designer,1,1,0,1.0,977.0,1875
2026-05-21,prep_plan,Data Analyst,5,5,0,1.0,1587.4,8492
2026-05-21,prep_plan,Finance Analyst,4,4,0,1.0,1260.5,5217
2026-05-21,prep_plan,Product Manager,2,1,1,0.5,1720.0,2926
2026-05-21,prep_plan,Software Engineer,3,3,0,1.0,1735.0,4637
2026-05-21,prep_plan,UX Designer,3,3,0,1.0,1142.67,3973
2026-05-21,study_notes,Data Analyst,41,38,3,0.9268,2362.98,75228
2026-05-21,study_notes,Finance Analyst,46,44,2,0.9565,2184.33,86248
2026-05-21,study_notes,Product Manager,43,41,2,0.9535,2189.86,79224
2026-05-21,study_notes,Software Engineer,43,42,1,0.9767,2031.35,77957
2026-05-21,study_notes,UX Designer,42,42,0,1.0,2094.4,82647
2026-05-22,exam_generation,Data Analyst,3,3,0,1.0,1560.33,5126
2026-05-22,exam_generation,Finance Analyst,13,12,1,0.9231,1849.77,17897
2026-05-22,exam_generation,Product Manager,7,7,0,1.0,1799.86,10546
2026-05-22,exam_generation,Software Engineer,9,7,2,0.7778,1591.33,11125
2026-05-22,exam_generation,UX Designer,11,11,0,1.0,1924.82,13817
2026-05-22,job_analysis,Data Analyst,13,12,1,0.9231,1555.38,17773
2026-05-22,job_analysis,Finance Analyst,5,4,1,0.8,1618.6,6596
2026-05-22,job_analysis,Product Manager,6,4,2,0.6667,1159.17,7672
2026-05-22,job_analysis,Software Engineer,8,8,0,1.0,1791.5,12115
2026-05-22,job_analysis,UX Designer,12,12,0,1.0,1691.0,17786
2026-05-22,mock_interview,Finance Analyst,1,1,0,1.0,2288.0,2030
2026-05-22,mock_interview,Product Manager,3,3,0,1.0,1722.67,4029
2026-05-22,mock_interview,Software Engineer,1,1,0,1.0,1721.0,1177
2026-05-22,mock_interview,UX Designer,3,3,0,1.0,2094.67,4581
2026-05-22,prep_plan,Data Analyst,11,10,1,0.9091,1782.91,17450
2026-05-22,prep_plan,Finance Analyst,5,5,0,1.0,1360.2,8524
2026-05-22,prep_plan,Product Manager,5,4,1,0.8,1443.8,5777
2026-05-22,prep_plan,Software Engineer,3,3,0,1.0,1738.0,4846
2026-05-22,prep_plan,UX Designer,6,6,0,1.0,1244.83,10444
2026-05-22,study_notes,Data Analyst,45,42,3,0.9333,2300.29,81321
2026-05-22,study_notes,Finance Analyst,43,39,4,0.907,2082.47,78381
2026-05-22,study_notes,Product Manager,42,37,5,0.881,2151.26,74740
2026-05-22,study_notes,Software Engineer,50,50,0,1.0,2236.36,91764
2026-05-22,study_notes,UX Designer,30,30,0,1.0,2110.3,57206
2026-05-23,exam_generation,Data Analyst,7,7,0,1.0,2014.43,11511
2026-05-23,exam_generation,Finance Analyst,6,6,0,1.0,1630.33,9838
2026-05-23,exam_generation,Product Manager,10,8,2,0.8,1638.4,13646
2026-05-23,exam_generation,Software Engineer,9,9,0,1.0,1402.11,12454
2026-05-23,exam_generation,UX Designer,14,13,1,0.9286,1459.0,18735
2026-05-23,job_analysis,Data Analyst,6,4,2,0.6667,1744.5,7349
2026-05-23,job_analysis,Finance Analyst,4,4,0,1.0,1884.0,5867
2026-05-23,job_analysis,Product Manager,6,6,0,1.0,1416.17,8205
2026-05-23,job_analysis,Software Engineer,3,3,0,1.0,1246.0,4304
2026-05-23,job_analysis,UX Designer,6,6,0,1.0,1509.67,9611
2026-05-23,mock_interview,Data Analyst,3,3,0,1.0,1803.33,3331
2026-05-23,mock_interview,Software Engineer,2,2,0,1.0,1527.5,2330
2026-05-23,mock_interview,UX Designer,2,2,0,1.0,1278.5,2898
2026-05-23,prep_plan,Data Analyst,8,7,1,0.875,1621.25,11395
2026-05-23,prep_plan,Finance Analyst,3,3,0,1.0,1682.0,4461
2026-05-23,prep_plan,Product Manager,6,5,1,0.8333,1295.0,8334
2026-05-23,prep_plan,Software Engineer,2,2,0,1.0,1105.0,2423
2026-05-23,prep_plan,UX Designer,6,6,0,1.0,2119.0,8992
2026-05-23,study_notes,Data Analyst,39,38,1,0.9744,2193.97,71622
2026-05-23,study_notes,Finance Analyst,33,31,2,0.9394,1996.52,59297
2026-05-23,study_notes,Product Manager,39,38,1,0.9744,2113.87,76793
2026-05-23,study_notes,Software Engineer,35,33,2,0.9429,2045.66,61763
2026-05-23,study_notes,UX Designer,42,41,1,0.9762,2169.69,76403
2026-05-24,exam_generation,Data Analyst,5,5,0,1.0,1940.0,8133
2026-05-24,exam_generation,Finance Analyst,8,8,0,1.0,1730.88,10587
2026-05-24,exam_generation,Product Manager,11,10,1,0.9091,1462.09,17033
2026-05-24,exam_generation,Software Engineer,7,7,0,1.0,1504.57,10302
2026-05-24,exam_generation,UX Designer,12,12,0,1.0,1969.67,18517
2026-05-24,job_analysis,Data Analyst,7,7,0,1.0,1660.86,10428
2026-05-24,job_analysis,Finance Analyst,13,13,0,1.0,1657.0,17513
2026-05-24,job_analysis,Product Manager,4,3,1,0.75,1687.0,5901
2026-05-24,job_analysis,Software Engineer,7,6,1,0.8571,1691.57,10788
2026-05-24,job_analysis,UX Designer,6,5,1,0.8333,1797.67,7974
2026-05-24,mock_interview,Data Analyst,1,1,0,1.0,1785.0,1189
2026-05-24,mock_interview,Finance Analyst,2,2,0,1.0,1439.5,3566
2026-05-24,mock_interview,Product Manager,2,2,0,1.0,1973.5,2535
2026-05-24,mock_interview,UX Designer,4,4,0,1.0,1787.75,5496
2026-05-24,prep_plan,Data Analyst,4,3,1,0.75,1366.25,5589
2026-05-24,prep_plan,Finance Analyst,5,5,0,1.0,1818.2,7650
2026-05-24,prep_plan,Product Manager,2,1,1,0.5,1957.5,2092
2026-05-24,prep_plan,Software Engineer,3,3,0,1.0,1746.33,4668
2026-05-24,prep_plan,UX Designer,5,5,0,1.0,1809.4,6803
2026-05-24,study_notes,Data Analyst,50,47,3,0.94,2121.8,86574
2026-05-24,study_notes,Finance Analyst,45,43,2,0.9556,2114.69,82579
2026-05-24,study_notes,Product Manager,36,34,2,0.9444,2014.06,65007
2026-05-24,study_notes,Software Engineer,34,33,1,0.9706,2213.97,64441
2026-05-24,study_notes,UX Designer,53,51,2,0.9623,2028.53,100231
2026-05-25,exam_generation,Data Analyst,10,10,0,1.0,2113.3,17040
2026-05-25,exam_generation,Finance Analyst,8,8,0,1.0,1835.38,13129
2026-05-25,exam_generation,Product Manager,7,7,0,1.0,1650.14,11449
2026-05-25,exam_generation,Software Engineer,9,9,0,1.0,1715.22,13649
2026-05-25,exam_generation,UX Designer,11,11,0,1.0,1553.64,17476
2026-05-25,job_analysis,Data Analyst,7,7,0,1.0,1511.71,10746
2026-05-25,job_analysis,Finance Analyst,6,4,2,0.6667,1647.67,7663
2026-05-25,job_analysis,Product Manager,8,8,0,1.0,1584.38,10409
2026-05-25,job_analysis,Software Engineer,9,9,0,1.0,1290.89,12532
2026-05-25,job_analysis,UX Designer,11,11,0,1.0,1716.91,16295
2026-05-25,mock_interview,Data Analyst,2,2,0,1.0,1849.0,2514
2026-05-25,mock_interview,Product Manager,1,0,1,0.0,1548.0,851
2026-05-25,mock_interview,UX Designer,1,1,0,1.0,1476.0,1876
2026-05-25,prep_plan,Data Analyst,7,4,3,0.5714,1503.14,8773
2026-05-25,prep_plan,Finance Analyst,9,9,0,1.0,1770.89,13244
2026-05-25,prep_plan,Product Manager,6,6,0,1.0,1887.67,7737
2026-05-25,prep_plan,Software Engineer,4,4,0,1.0,1268.25,5160
2026-05-25,prep_plan,UX Designer,4,4,0,1.0,1656.0,5402
2026-05-25,study_notes,Data Analyst,47,47,0,1.0,2029.6,87501
2026-05-25,study_notes,Finance Analyst,29,27,2,0.931,2123.0,49957
2026-05-25,study_notes,Product Manager,51,50,1,0.9804,2058.82,93502
2026-05-25,study_notes,Software Engineer,25,23,2,0.92,2060.32,43870
2026-05-25,study_notes,UX Designer,50,48,2,0.96,2254.6,90339
2026-05-26,exam_generation,Data Analyst,16,15,1,0.9375,1765.0,21721
2026-05-26,exam_generation,Finance Analyst,7,7,0,1.0,1853.57,9774
2026-05-26,exam_generation,Product Manager,12,9,3,0.75,1763.5,15817
2026-05-26,exam_generation,Software Engineer,15,15,0,1.0,1780.93,22483
2026-05-26,exam_generation,UX Designer,14,14,0,1.0,1677.29,19513
2026-05-26,job_analysis,Data Analyst,3,2,1,0.6667,1432.67,3560
2026-05-26,job_analysis,Finance Analyst,9,9,0,1.0,1429.33,13912
2026-05-26,job_analysis,Product Manager,11,10,1,0.9091,1569.64,14020
2026-05-26,job_analysis,Software Engineer,4,4,0,1.0,1591.75,5828
2026-05-26,job_analysis,UX Designer,7,7,0,1.0,1856.0,12410
2026-05-26,mock_interview,Data Analyst,2,2,0,1.0,2488.0,2401
2026-05-26,mock_interview,Finance Analyst,2,2,0,1.0,1308.5,2481
2026-05-26,mock_interview,Product Manager,1,1,0,1.0,1227.0,1653
2026-05-26,mock_interview,Software Engineer,4,4,0,1.0,1990.75,5144
2026-05-26,mock_interview,UX Designer,1,0,1,0.0,502.0,912
2026-05-26,prep_plan,Data Analyst,5,4,1,0.8,1561.8,6736
2026-05-26,prep_plan,Finance Analyst,4,4,0,1.0,1417.5,6484
2026-05-26,prep_plan,Product Manager,3,2,1,0.6667,1839.67,3639
2026-05-26,prep_plan,Software Engineer,4,4,0,1.0,1649.5,5187
2026-05-26,prep_plan,UX Designer,5,5,0,1.0,1705.2,8036
2026-05-26,study_notes,Data Analyst,44,36,8,0.8182,1974.7,71700
2026-05-26,study_notes,Finance Analyst,32,31,1,0.9688,2201.53,58545
2026-05-26,study_notes,Product Manager,46,43,3,0.9348,2177.02,78036
2026-05-26,study_notes,Software Engineer,31,30,1,0.9677,2078.39,55825
2026-05-26,study_notes,UX Designer,42,41,1,0.9762,2290.74,78521
2026-05-27,exam_generation,Data Analyst,8,8,0,1.0,1541.88,12846
2026-05-27,exam_generation,Finance Analyst,13,13,0,1.0,1402.62,18929
2026-05-27,exam_generation,Product Manager,15,14,1,0.9333,1795.0,23710
2026-05-27,exam_generation,Software Engineer,6,6,0,1.0,1738.5,9855
2026-05-27,exam_generation,UX Designer,5,3,2,0.6,1821.6,6237
2026-05-27,job_analysis,Data Analyst,7,7,0,1.0,1609.57,9245
2026-05-27,job_analysis,Finance Analyst,7,6,1,0.8571,1903.43,8462
2026-05-27,job_analysis,Product Manager,8,8,0,1.0,1536.25,12643
2026-05-27,job_analysis,Software Engineer,11,11,0,1.0,1472.55,17607
2026-05-27,job_analysis,UX Designer,9,9,0,1.0,1482.89,14667
2026-05-27,mock_interview,Data Analyst,5,5,0,1.0,1778.6,7661
2026-05-27,mock_interview,Product Manager,1,1,0,1.0,1738.0,1349
2026-05-27,mock_interview,Software Engineer,1,1,0,1.0,1795.0,1080
2026-05-27,mock_interview,UX Designer,1,1,0,1.0,1475.0,1679
2026-05-27,prep_plan,Data Analyst,3,2,1,0.6667,1740.33,4345
2026-05-27,prep_plan,Finance Analyst,5,5,0,1.0,1553.0,7452
2026-05-27,prep_plan,Product Manager,5,4,1,0.8,1958.8,6518
2026-05-27,prep_plan,Software Engineer,5,5,0,1.0,1839.2,7397
2026-05-27,prep_plan,UX Designer,4,4,0,1.0,1848.0,6168
2026-05-27,study_notes,Data Analyst,40,39,1,0.975,2181.8,73723
2026-05-27,study_notes,Finance Analyst,43,38,5,0.8837,2201.33,76056
2026-05-27,study_notes,Product Manager,40,39,1,0.975,2185.4,75013
2026-05-27,study_notes,Software Engineer,31,30,1,0.9677,2084.32,58507
2026-05-27,study_notes,UX Designer,37,36,1,0.973,2093.78,68023
2026-05-28,exam_generation,Data Analyst,6,5,1,0.8333,1555.5,8121
2026-05-28,exam_generation,Finance Analyst,9,9,0,1.0,1791.0,13094
2026-05-28,exam_generation,Product Manager,12,9,3,0.75,1961.08,16390
2026-05-28,exam_generation,Software Engineer,7,7,0,1.0,1908.71,9603
2026-05-28,exam_generation,UX Designer,11,11,0,1.0,1577.45,16541
2026-05-28,job_analysis,Data Analyst,9,8,1,0.8889,1384.89,13221
2026-05-28,job_analysis,Finance Analyst,6,6,0,1.0,1807.5,8306
2026-05-28,job_analysis,Product Manager,6,5,1,0.8333,1545.0,7824
2026-05-28,job_analysis,Software Engineer,11,11,0,1.0,1309.09,16736
2026-05-28,job_analysis,UX Designer,11,10,1,0.9091,1521.18,16594
2026-05-28,mock_interview,Data Analyst,1,1,0,1.0,1298.0,1802
2026-05-28,mock_interview,Finance Analyst,1,1,0,1.0,1129.0,1153
2026-05-28,mock_interview,Product Manager,3,3,0,1.0,1987.33,3874
2026-05-28,mock_interview,Software Engineer,2,2,0,1.0,1527.0,3779
2026-05-28,mock_interview,UX Designer,2,1,1,0.5,1165.5,2565
2026-05-28,prep_plan,Data Analyst,6,6,0,1.0,1544.0,9053
2026-05-28,prep_plan,Finance Analyst,8,8,0,1.0,1647.0,12506
2026-05-28,prep_plan,Product Manager,6,6,0,1.0,1309.33,9102
2026-05-28,prep_plan,Software Engineer,6,6,0,1.0,1921.83,7741
2026-05-28,prep_plan,UX Designer,4,4,0,1.0,1607.25,5101
2026-05-28,study_notes,Data Analyst,45,43,2,0.9556,2053.64,84953
2026-05-28,study_notes,Finance Analyst,35,34,1,0.9714,2121.94,63723
2026-05-28,study_notes,Product Manager,49,47,2,0.9592,2136.71,90754
2026-05-28,study_notes,Software Engineer,30,30,0,1.0,2027.93,55305
2026-05-28,study_notes,UX Designer,36,35,1,0.9722,2155.94,66339
2026-05-29,exam_generation,Data Analyst,5,5,0,1.0,1508.0,6840
2026-05-29,exam_generation,Finance Analyst,5,5,0,1.0,2110.2,7585
2026-05-29,exam_generation,Product Manager,6,6,0,1.0,1412.5,9652
2026-05-29,exam_generation,Software Engineer,6,6,0,1.0,1518.0,8518
2026-05-29,exam_generation,UX Designer,11,11,0,1.0,1501.09,17126
2026-05-29,job_analysis,Data Analyst,7,7,0,1.0,1907.29,10286
2026-05-29,job_analysis,Finance Analyst,10,10,0,1.0,1669.4,15655
2026-05-29,job_analysis,Product Manager,7,7,0,1.0,1637.57,9582
2026-05-29,job_analysis,Software Engineer,6,6,0,1.0,1760.83,7559
2026-05-29,job_analysis,UX Designer,10,10,0,1.0,1668.0,14237
2026-05-29,mock_interview,Data Analyst,2,2,0,1.0,1286.5,2857
2026-05-29,mock_interview,Product Manager,2,2,0,1.0,1706.0,2314
2026-05-29,mock_interview,Software Engineer,2,2,0,1.0,2056.5,3362
2026-05-29,mock_interview,UX Designer,1,1,0,1.0,1376.0,1388
2026-05-29,prep_plan,Data Analyst,1,1,0,1.0,1869.0,1440
2026-05-29,prep_plan,Finance Analyst,5,5,0,1.0,1417.4,7223
2026-05-29,prep_plan,Product Manager,5,4,1,0.8,2099.4,6321
2026-05-29,prep_plan,Software Engineer,6,6,0,1.0,1445.17,8061
2026-05-29,prep_plan,UX Designer,9,9,0,1.0,1567.89,13156
2026-05-29,study_notes,Data Analyst,42,38,4,0.9048,2099.21,70851
2026-05-29,study_notes,Finance Analyst,37,37,0,1.0,2086.51,68820
2026-05-29,study_notes,Product Manager,33,31,2,0.9394,2070.55,61703
2026-05-29,study_notes,Software Engineer,31,30,1,0.9677,2349.48,53998
2026-05-29,study_notes,UX Designer,34,34,0,1.0,2245.88,65793
2026-05-30,exam_generation,Data Analyst,6,6,0,1.0,2022.5,8570
2026-05-30,exam_generation,Finance Analyst,4,3,1,0.75,1486.75,4781
2026-05-30,exam_generation,Product Manager,12,12,0,1.0,1462.25,17397
2026-05-30,exam_generation,Software Engineer,10,8,2,0.8,1454.1,14502
2026-05-30,exam_generation,UX Designer,8,8,0,1.0,1466.62,12880
2026-05-30,job_analysis,Data Analyst,10,10,0,1.0,1786.6,15407
2026-05-30,job_analysis,Finance Analyst,9,9,0,1.0,1657.33,12904
2026-05-30,job_analysis,Product Manager,11,11,0,1.0,1674.18,17565
2026-05-30,job_analysis,Software Engineer,12,12,0,1.0,1657.83,17128
2026-05-30,job_analysis,UX Designer,15,15,0,1.0,1456.67,22485
2026-05-30,mock_interview,Data Analyst,4,4,0,1.0,1164.5,6276
2026-05-30,mock_interview,Product Manager,2,1,1,0.5,1255.5,2236
2026-05-30,mock_interview,Software Engineer,1,1,0,1.0,1731.0,1266
2026-05-30,mock_interview,UX Designer,2,2,0,1.0,1372.5,3183
2026-05-30,prep_plan,Data Analyst,6,5,1,0.8333,1648.33,7097
2026-05-30,prep_plan,Finance Analyst,9,9,0,1.0,1762.11,14192
2026-05-30,prep_plan,Product Manager,4,4,0,1.0,1690.0,6397
2026-05-30,prep_plan,Software Engineer,9,9,0,1.0,1942.67,11965
2026-05-30,prep_plan,UX Designer,7,7,0,1.0,1364.43,10897
2026-05-30,study_notes,Data Analyst,48,46,2,0.9583,2153.23,92270
2026-05-30,study_notes,Finance Analyst,45,42,3,0.9333,2112.07,81192
2026-05-30,study_notes,Product Manager,43,39,4,0.907,2242.93,74270
2026-05-30,study_notes,Software Engineer,37,36,1,0.973,2161.41,66426
2026-05-30,study_notes,UX Designer,37,37,0,1.0,2146.68,65268
2026-05-31,exam_generation,Data Analyst,11,10,1,0.9091,1655.82,16236
2026-05-31,exam_generation,Finance Analyst,6,6,0,1.0,1333.17,8182
2026-05-31,exam_generation,Product Manager,10,10,0,1.0,1558.2,15335
2026-05-31,exam_generation,Software Engineer,9,9,0,1.0,1443.22,12872
2026-05-31,exam_generation,UX Designer,12,11,1,0.9167,1596.75,17389
2026-05-31,job_analysis,Data Analyst,7,7,0,1.0,1691.43,10038
2026-05-31,job_analysis,Finance Analyst,11,11,0,1.0,1554.36,16040
2026-05-31,job_analysis,Product Manager,14,14,0,1.0,1867.86,21502
2026-05-31,job_analysis,Software Engineer,6,6,0,1.0,1867.83,9384
2026-05-31,job_analysis,UX Designer,11,10,1,0.9091,1869.64,16125
2026-05-31,mock_interview,Data Analyst,1,1,0,1.0,1869.0,1587
2026-05-31,mock_interview,Product Manager,2,2,0,1.0,873.0,3123
2026-05-31,prep_plan,Data Analyst,4,4,0,1.0,2056.75,5596
2026-05-31,prep_plan,Finance Analyst,3,2,1,0.6667,1349.0,2996
2026-05-31,prep_plan,Product Manager,6,6,0,1.0,1570.33,9308
2026-05-31,prep_plan,Software Engineer,6,6,0,1.0,1658.33,8701
2026-05-31,prep_plan,UX Designer,9,9,0,1.0,1816.78,12458
2026-05-31,study_notes,Data Analyst,38,37,1,0.9737,2314.32,68407
2026-05-31,study_notes,Finance Analyst,38,38,0,1.0,2196.71,71997
2026-05-31,study_notes,Product Manager,37,35,2,0.9459,2181.54,66364
2026-05-31,study_notes,Software Engineer,50,48,2,0.96,2130.72,90372
2026-05-31,study_notes,UX Designer,55,51,4,0.9273,2174.36,96625
2026-06-01,exam_generation,Data Analyst,1,1,0,1.0,1161.0,1569
2026-06-01,exam_generation,Finance Analyst,8,7,1,0.875,1800.25,10830
2026-06-01,exam_generation,Product Manager,7,7,0,1.0,1897.14,9568
2026-06-01,exam_generation,Software Engineer,11,11,0,1.0,1620.0,14198
2026-06-01,exam_generation,UX Designer,14,13,1,0.9286,1862.57,20195
2026-06-01,job_analysis,Data Analyst,9,8,1,0.8889,1841.56,11922
2026-06-01,job_analysis,Finance Analyst,11,10,1,0.9091,1540.09,14870
2026-06-01,job_analysis,Product Manager,11,11,0,1.0,1845.82,15218
2026-06-01,job_analysis,Software Engineer,7,7,0,1.0,1722.86,9385
2026-06-01,job_analysis,UX Designer,5,5,0,1.0,2061.8,7826
2026-06-01,mock_interview,Data Analyst,2,1,1,0.5,1755.0,2703
2026-06-01,mock_interview,Finance Analyst,1,1,0,1.0,1945.0,1398
2026-06-01,mock_interview,Product Manager,1,1,0,1.0,1627.0,1534
2026-06-01,mock_interview,UX Designer,2,2,0,1.0,1368.5,2994
2026-06-01,prep_plan,Data Analyst,7,7,0,1.0,1375.57,10048
2026-06-01,prep_plan,Finance Analyst,7,7,0,1.0,1533.43,9633
2026-06-01,prep_plan,Product Manager,8,7,1,0.875,1586.88,10597
2026-06-01,prep_plan,Software Engineer,6,6,0,1.0,1876.83,8073
2026-06-01,prep_plan,UX Designer,4,4,0,1.0,1772.5,5854
2026-06-01,study_notes,Data Analyst,38,38,0,1.0,2107.45,73805
2026-06-01,study_notes,Finance Analyst,51,49,2,0.9608,2025.76,95793
2026-06-01,study_notes,Product Manager,50,48,2,0.96,2152.04,91106
2026-06-01,study_notes,Software Engineer,44,43,1,0.9773,2119.73,78429
2026-06-01,study_notes,UX Designer,42,38,4,0.9048,2020.69,71769
2026-06-02,exam_generation,Data Analyst,14,12,2,0.8571,1913.86,21266
2026-06-02,exam_generation,Finance Analyst,8,7,1,0.875,1525.0,11070
2026-06-02,exam_generation,Product Manager,6,6,0,1.0,1580.17,10173
2026-06-02,exam_generation,Software Engineer,8,7,1,0.875,1844.25,11731
2026-06-02,exam_generation,UX Designer,11,11,0,1.0,1519.45,16114
2026-06-02,job_analysis,Data Analyst,2,2,0,1.0,1453.5,2754
2026-06-02,job_analysis,Finance Analyst,5,5,0,1.0,1698.4,7598
2026-06-02,job_analysis,Product Manager,5,5,0,1.0,1663.6,7318
2026-06-02,job_analysis,Software Engineer,6,5,1,0.8333,1612.0,8479
2026-06-02,job_analysis,UX Designer,15,15,0,1.0,1474.87,22611
2026-06-02,mock_interview,Data Analyst,1,1,0,1.0,2706.0,1813
2026-06-02,mock_interview,Product Manager,1,1,0,1.0,1587.0,1592
2026-06-02,mock_interview,Software Engineer,1,0,1,0.0,2827.0,1031
2026-06-02,mock_interview,UX Designer,3,3,0,1.0,1425.33,3648
2026-06-02,prep_plan,Data Analyst,7,6,1,0.8571,1382.57,10416
2026-06-02,prep_plan,Finance Analyst,6,6,0,1.0,1717.33,9506
2026-06-02,prep_plan,Product Manager,5,5,0,1.0,1637.4,6901
